X,Y,OBJECTID,Id,DateStarted,EstimatedCompletionDate,WorkType,Description,Suburb,Road,TrafficImpact,Region,EntryDate
116.387465263925,-31.6395746516865,206987,57768,23/11/2020 06:00:00,30/05/2021 18:00:00,Upgrades,Toodyay Rd - Jingaling Brook Rd and Lovers Ln - Upgrades - 6am to 6pm daily,,Toodyay Rd,"Lane closures and speed reductions, allow extra travel time and approach with caution ",Wheatbelt,12/01/2021 13:05:54
115.77502582844,-32.0505397336389,212278,58110,26/11/2020 07:00:00,31/03/2021 07:00:00,Upgrades,"High St near Wilkinson St, Fremantle  - Upgrades",Fremantle,High St,Westbound reduced to one lane and speed reductions,Metro,26/11/2020 07:38:26
116.139829221005,-33.4385667672536,213910,58210,01/12/2020 06:30:00,30/06/2021 18:00:00,Upgrades,"Collie Preston Rd between Rosewood Rd and Horrocks Rd, Mumballup  - Upgrades. 6.30am to 6pm daily.",Mumballup,Collie Preston Rd,"Reduced to one lane, traffic stopped intermittently. Speed reductions.",South West,01/12/2020 10:08:53
117.516255418323,-35.0011248291249,213928,58267,27/01/2021 07:00:00,16/03/2021 17:00:00,Upgrades,"South Coast Hwy - Lower Denmark Rd, Torbay - Intersection upgrade and slip lanes - 7am to 5pm daily",Torbay,South Coast Hwy,Lane closure with speed reduction in place. Delays of up to 10 mins may occur,Great Southern,21/01/2021 10:24:58
116.189806382779,-34.3909095258119,213974,58427,11/01/2021 06:00:00,30/06/2021 18:00:00,Maintenance,"South Western Hwy, north of Middlesex Rd to north of Emerald Rd, Collins  - Maintenance 6am to 6pm Daily.",Collins,South Western Hwy,"Lane closures, traffic stopped intermittently. Speed reductions.",South West,08/12/2020 15:08:05
116.350587950072,-34.5414172958805,214374,58429,11/01/2021 06:00:00,30/05/2021 18:00:00,Maintenance,"South Western Hwy north of Deeside Rd to south of Middleton Rd, Quinninup  - Maintenance. 6am to 6pm daily.",Quinninup,South Western Hwy,"Lane closures, traffic stopped intermittently. Speed reductions.",South West,08/12/2020 15:17:07
116.517714373014,-34.6946301041177,214375,58431,11/01/2021 06:00:00,30/06/2021 18:00:00,Maintenance,"South Western Hwy south of Weld Rd to north of Shannon Rover airstrip access, Collins  - Maintenance 6am to 6pm daily.",Collins,South Western Hwy,"Lane closures, traffic stopped intermittently. Speed reductions",South West,08/12/2020 15:51:33
115.760509613099,-32.2770342416979,214818,58564,10/12/2020 09:00:00,30/04/2021 15:00:00,Maintenance,"Ennis Av at Dixon Rd, Rockingham  - Maintenance
9am to 3pm",Rockingham,Ennis Av,"Lane closure, detours in place and speed reduction",Metro,18/12/2020 21:22:53
116.476547231776,-31.5651804023743,214837,58609,17/12/2020 12:00:00,30/05/2021 18:00:00,Upgrades,Toodyay Rd Racecourse Rd Toodyay  - Upgrades - 6am to 6pm daily,Toodyay,Toodyay Rd,"Reduced to a single lane as required, speed reduced, approach with caution ",Wheatbelt,12/01/2021 13:05:38
115.877585129768,-33.6703842393222,214849,58648,05/01/2021 06:00:00,11/06/2021 18:00:00,Upgrades,"South Western Hwy between Brookhampton Road and Tassone Road, Kirup - Upgrades",Kirup,South Western Hwy,"Reduced to single lane
Speed Reduction",South West,21/12/2020 14:46:28
116.200648595507,-34.1157136990663,214850,58649,04/01/2021 06:00:00,31/03/2021 18:00:00,Upgrades,South Western Hwy between Bridgetown and Manjimup - Upgrades,,South Western Hwy,"Reduced to single lane
speed reduction ",South West,21/12/2020 14:51:31
115.859894703896,-33.6243815030826,215264,58699,05/01/2021 06:00:00,01/06/2021 18:00:00,Upgrades,South Western Hwy between Brookhampton Rd and Tassone Rd Brookhampton  - Realignment of Highway 6am to 6pm Mon - Fri,Brookhampton,South Western Hwy,"Single lane operation under traffic control.
Speed reductions",South West,06/01/2021 08:50:59
116.32417271336,-34.5365711465554,215265,58700,04/01/2021 06:00:00,30/06/2021 18:00:00,Upgrades,"South Western Hwy - North of Wallace Rd to south of Middleton Rd, Quinninup  - Upgrades and shoulder grading.  6am to 6pm Mon - Fri",Quinninup,South Western Hwy,"Reduced to single lane.
Speed reductions.
Closure of parking bay - south of Wallace Rd.
Closure of Look Out Bay - intersection of SW Hwy and Middleton Rd during works at intersection. ",South West,06/01/2021 08:52:27
121.068697851198,-33.768693338117,215267,58716,05/01/2021 05:30:00,28/05/2021 17:30:00,Upgrades,"South Coast Hwy and Neds Corner Road, Coomalbidgup - Intersection Improvement and Surface Works",Coomalbidgup,South Coast Hwy,Lane Closures with STOP/SLOW Traffic Control. Speed Reductions. Exercise Caution and Allow Extra Travel Time.,Goldfields Esperance,05/01/2021 13:34:02
116.52134515139,-34.7196640033613,215269,58730,11/01/2021 06:00:00,30/06/2021 18:00:00,Upgrades,South Western Hwy - South of Weld Rd to south of Bull Rd - North Walpole  - Upgrades - 6am to 6pm Mon - Fri,North Walpole,South Western Hwy,"Reduced to single lane.
Speed reductions",South West,06/01/2021 08:43:08
116.163822612287,-34.3623554525055,215270,58731,11/01/2021 06:00:00,30/06/2021 18:00:00,Upgrades,South Western Hwy - North of Middlesex Rd to North of Emerald Rd Collins  - Upgrades - 6am to 6pm Mon - Fri,Collins,South Western Hwy,"Reduced to a single lane.
Speed reductions.
Closure of Lookout Bay at intersection of SW Hwy and Vasse Hwy during works. ",South West,06/01/2021 08:47:31
116.016048870396,-31.9408491698953,215273,58746,05/01/2021 01:00:00,05/04/2021 17:00:00,Upgrades,Kalamunda Rd westbound access to Roe Hwy northbound  - Upgrades 24 hour works ,,LOCAL ROAD,"Closed, Follow signed detours",Metro,05/01/2021 17:06:33
116.015846194298,-31.9409889979819,215321,58926,13/01/2021 20:00:00,31/03/2021 17:00:00,Upgrades,Roe Hwy northbound exit to Kalamunda Rd  - Upgrades 24 hour works,,Roe Hwy,"Closed, follow signed detours",Metro,12/01/2021 16:59:59
115.825775132625,-31.8889881574587,216144,59009,01/02/2021 07:00:00,31/03/2021 14:00:00,Maintenance,"Karrinyup Rd at Albert St, Balcatta  - Maintenance
7am to 2pm",Balcatta,Karrinyup Rd,Lane closure in place,Metro,21/01/2021 10:44:44
116.025790381,-34.4429123052151,216160,59056,05/02/2021 06:00:00,30/03/2021 18:00:00,Maintenance,"Hatchery Rd Bridge, Pemberton  - Maintenance 6am - 6pm daily, Monday to Sunday",Pemberton,LOCAL ROAD,"Road closed, local vehicle access via traffic control.",South West,19/01/2021 09:33:21
115.744913926417,-33.5140292983868,216165,59069,27/01/2021 06:00:00,30/04/2021 18:00:00,Upgrades,"South Western Hwy between Lowrie Rd and Marshall Rd, Argyle  - Upgrades 6am - 6pm Daily",Argyle,South Western Hwy,"Lane closures, traffic stopped intermittently, speed reductions",South West,19/01/2021 13:41:26
115.924048292357,-31.9139461745156,216176,59102,02/02/2021 05:00:00,31/12/2023 17:00:00,Upgrades,Tonkin Hwy between Collier Rd and Guildford Rd  - Upgrades 24 hour works,,Tonkin Hwy,"Reduced to two lanes in both directions, Speed reduced to 80 km/h",Metro,21/01/2021 13:13:55
117.793185194774,-34.9282574224092,216182,59109,06/01/2021 06:00:00,12/03/2021 18:00:00,Maintenance,Albany Hwy between Albany and Mount Barker  - Shoulder Works - 6am to 6pm daily,,Albany Hwy,"Speed reduction in place, one lane closed",Great Southern,04/02/2021 15:52:23
120.142827241608,-33.6222230861072,216183,54750,15/03/2021 07:00:00,24/03/2021 17:00:00,Maintenance,Hopetoun Ravensthorpe Rd - Between Elverdton Rd and Jerdacuttup Rd - Weed Spraying (weather dependent) - Intermittent works during this period - 7am to 5pm daily,,Hopetoun Ravensthorpe Rd,Slow moving vehicle - minimal traffic impact,Great Southern,03/03/2021 09:14:49
117.693340524979,-31.6364505380008,216194,59147,27/01/2021 07:00:00,27/04/2021 19:00:00,Upgrades,Great Eastern Hwy Northam to Kellerberrin  - Shoulder Sealing - 7am to 7pm daily,,Great Eastern Hwy,"Lane closures and speed reductions, lead car in use, allow extra travel time and approach with caution  ",Wheatbelt,22/01/2021 16:13:08
116.607661210074,-32.3099962610539,216203,59167,27/01/2021 06:00:00,28/04/2021 18:00:00,Upgrades,Brookton Hwy Karagullen to Brookton  - Upgrades - 6am to 6pm daily,,Brookton Hwy,"Lane closures and speed restrictions, allow extra travel time and approach with caution  ",Wheatbelt,25/01/2021 15:30:33
115.883570965629,-33.5894357724011,216204,59170,05/12/2020 06:00:00,20/03/2021 18:00:00,Maintenance,Sandhills Rd  East of Wade Rd Donnybrook  - Bridge 3634 Maintenance - 6am to 6pm daily,Donnybrook,LOCAL ROAD,Speed reductions,South West,25/01/2021 16:15:28
116.651804284795,-31.8997625925398,216618,58918,11/01/2021 07:00:00,30/04/2021 18:00:00,Upgrades,Great Southern Hwy (Chidlow York Rd)  St Ronans  - Upgrades - 7am to 6pm daily,St Ronans,Great Southern Hwy,"Reduced to a single lane as required, speed reduced, approach with caution",Wheatbelt,28/01/2021 10:24:11
121.511553010242,-31.3208788673418,216619,59212,01/01/2021 06:30:00,31/05/2021 17:30:00,Upgrades,"Coolgardie Esperance Hwy, north and south of Goldfields Hwy intersection - Emu Rocks Upgrade",,Coolgardie Esperance Hwy,"Speed reductions, with changed traffic conditions as required. Exercise Caution.",Goldfields Esperance,28/01/2021 11:37:28
117.145138817757,-33.8385827466192,216623,59230,01/02/2021 06:00:00,01/04/2021 18:00:00,Maintenance,Boyup Brook Kojonup Rd - Kojonup Townsite  - Shoulder works - 6am to 6pm daily,,Boyup Brook Kojonup Rd,Speed reduction in place with single lane closure,Great Southern,28/01/2021 15:36:38
120.114945969623,-33.5736956006684,216625,59235,29/01/2021 07:00:00,01/04/2021 17:00:00,Utility works,"South Coast Hwy FQM Mine, east of Ravensthorpe  - Conveyor belt construction - 7am to 5pm daily",east of Ravensthorpe,South Coast Hwy,Speed reduction in place - minor delays may occur,Great Southern,28/01/2021 15:42:41
116.765138746803,-31.7781563884699,216629,59241,08/02/2021 06:00:00,28/04/2021 18:00:00,Upgrades,Northam York Rd - Upgrades Shoulder Sealing - 6am to 6pm daily,Northam - York,Great Southern Hwy,"Lane closures and speed restrictions, allow extra travel time and approach with caution  ",Wheatbelt,05/02/2021 16:50:25
113.831612467865,-26.2515644256605,216632,59254,02/02/2021 07:00:00,17/03/2021 17:00:00,Maintenance,"Maintenance Shoulder Works - Shark Bay Rd from Nanga Bay Turnoff to 20km East of Denham, Shark Bay Road, Shire of Shark Bay  ",Shire of Shark Bay ,Shark Bay Rd,"Temporary Traffic Management with Speed Reduction to 60km/h - Please obey all signage - 02 Feb - 17 Mar, 7am-5pm",Mid West Gascoyne,29/01/2021 08:38:54
